Codigo;Tipo;Externo;Interno;Altura
7013;ANEL_UNIT;40.0;4.0;
7014;ANEL_UNIT;35.0;2.0;
7015;ANEL_UNIT;73.0;3.0;
7016;ANEL_UNIT;10.0;1.0;
7017;ANEL_UNIT;9.0;1.0;
7018;ANEL_UNIT;41.0;3.0;
7019;ANEL_UNIT;20.0;4.0;
7020;ANEL_UNIT;59.2;5.7;
7021;ANEL_UNIT;11.0;3.0;
7022;ANEL_UNIT;16.5;2.62;
7023;ANEL_UNIT;69.0;3.0;
7024;ANEL_UNIT;26.0;6.7;
7025;ANEL_UNIT;2.2;1.2;
7026;ANEL_UNIT;144.0;3.5;
7027;ANEL_UNIT;20.62;4.77;
7028;ANEL_UNIT;28.0;2.5;
7029;ANEL_UNIT;28.5;2.61;
7030;ANEL_UNIT;20.3;2.4;
7031;ANEL_UNIT;21.0;5.0;
7032;ANEL_UNIT;2.7;1.5;
7033;ANEL_UNIT;7.53;1.75;
7034;ANEL_UNIT;25.3;1.05;
7035;ANEL_UNIT;19.05;3.18;
7036;ANEL_UNIT;13.7;3.5;
7037;ANEL_UNIT;10.8;2.4;
7038;ANEL_UNIT;9.4;2.1;
7039;ANEL_UNIT;13.0;6.5;
7040;ANEL_UNIT;10.35;2.8;
7041;ANEL_UNIT;7.0;3.0;
7042;ANEL_UNIT;74.0;3.0;
7043;ANEL_UNIT;4.5;1.5;
7044;ANEL_UNIT;57.0;3.0;
7045;ANEL_UNIT;98.0;4.0;
7046;ANEL_UNIT;120.0;3.0;
7047;ANEL_UNIT;108.0;3.0;
7048;ANEL_UNIT;311.4;2.6;
7049;ANEL_UNIT;17.3;2.5;
7050;ANEL_UNIT;63.0;2.0;
7051;ANEL_UNIT;14.8;3.5;
7052;ANEL_UNIT;90.0;2.5;
7054;ANEL_UNIT;12.0;3.0;
7055;ANEL_UNIT;205.0;4.0;
7056;ANEL_UNIT;13.0;3.0;
7057;ANEL_UNIT;35.5;3.5;
7058;ANEL_UNIT;59.09;1.75;
7060;ANEL_UNIT;138.0;5.7;
7061;ANEL_UNIT;15.0;1.5;
7062;ANEL_UNIT;35.0;6.0;
7063;ANEL_UNIT;80.0;3.0;
7064;ANEL_UNIT;8.0;4.0;
7065;ANEL_UNIT;4.0;1.8;
7066;ANEL_UNIT;135.5;6.0;
7067;ANEL_UNIT;16.6;3.0;
7068;ANEL_UNIT;40.0;3.0;
7069;ANEL_UNIT;100.0;5.0;
7070;ANEL_UNIT;13.3;1.78;
7071;ANEL_UNIT;315.0;4.0;
7072;ANEL_UNIT;63.5;6.0;
7074;ANEL_UNIT;27.0;4.0;
7076;ANEL_UNIT;7.7;1.35;
7078;ANEL_UNIT;3.5;2.25;
7080;ANEL_UNIT;124.0;3.0;
7081;ANEL_UNIT;103.0;3.0;
7082;ANEL_UNIT;69.0;5.7;
7083;ANEL_UNIT;36.0;2.5;
7084;ANEL_UNIT;57.0;1.5;
7085;ANEL_UNIT;54.5;3.0;
7086;ANEL_UNIT;2.5;1.0;
7087;ANEL_UNIT;30.0;5.0;
7088;ANEL_UNIT;79.0;5.7;
7089;ANEL_UNIT;89.0;3.0;
7090;ANEL_UNIT;109.0;5.7;
7091;ANEL_UNIT;20.0;2.0;
7092;ANEL_UNIT;12.0;1.5;
7093;ANEL_UNIT;11.5;1.5;
7094;ANEL_UNIT;31.0;3.0;
7096;ANEL_UNIT;45.0;1.5;
7097;ANEL_UNIT;55.0;1.5;
7098;ANEL_UNIT;80.0;2.0;
7099;ANEL_UNIT;69.0;1.5;
7100;ANEL_UNIT;120.0;4.0;
7101;ANEL_UNIT;14.0;1.0;
7103;ANEL_UNIT;80.0;2.5;
7104;ANEL_UNIT;48.0;4.2;
7106;ANEL_UNIT;14.0;2.0;
7107;ANEL_UNIT;18.0;2.2;
7108;ANEL_UNIT;62.0;1.5;
7109;ANEL_UNIT;9.0;1.5;
7110;ANEL_UNIT;140.0;6.5;
7111;ANEL_UNIT;73.5;2.0;
7112;ANEL_UNIT;9.6;1.6;
7113;ANEL_UNIT;18.0;4.0;
7114;ANEL_UNIT;162.0;3.0;
7115;ANEL_UNIT;218.0;4.0;
7116;ANEL_UNIT;228.0;4.0;
7117;ANEL_UNIT;18.0;1.18;
7118;ANEL_UNIT;4.8;1.0;
7123;ANEL_UNIT;65.0;1.5;
7124;ANEL_UNIT;8.5;1.5;
7129;ANEL_UNIT;230.0;5.7;
7130;ANEL_UNIT;36.0;1.62;
7131;ANEL_UNIT;11.0;1.3;
7132;ANEL_UNIT;32.5;3.0;
7134;ANEL_UNIT;12.7;2.0;
7136;ANEL_UNIT;20.0;1.0;
7137;ANEL_UNIT;75.0;3.0;
7138;ANEL_UNIT;15.8;4.1;
7140;ANEL_UNIT;6.0;2.5;
7141;ANEL_UNIT;25.5;4.0;
7142;ANEL_UNIT;104.3;1.78;
7143;ANEL_UNIT;39.0;4.0;
7144;ANEL_UNIT;60.0;4.2;
7145;ANEL_UNIT;22.0;1.3;
7146;ANEL_UNIT;98.0;4.5;
7149;ANEL_UNIT;54.0;3.2;
7152;ANEL_UNIT;29.5;3.25;
7154;ANEL_UNIT;5.0;3.0;
7155;ANEL_UNIT;74.0;4.0;
7157;ANEL_UNIT;45.0;4.0;
7159;ANEL_UNIT;76.5;9.5;
7162;ANEL_UNIT;200.0;4.0;
7164;ANEL_UNIT;197.0;3.0;
7165;ANEL_UNIT;8.0;3.5;
7166;ANEL_UNIT;180.0;3.0;
7167;ANEL_UNIT;12.0;2.25;
7168;ANEL_UNIT;127.5;9.5;
7172;ANEL_UNIT;57.0;4.0;
7176;ANEL_UNIT;6.0;2.0;
7177;ANEL_UNIT;17.0;2.0;
7178;ANEL_UNIT;17.8;2.4;
7179;ANEL_UNIT;25.5;2.0;
7180;ANEL_UNIT;21.5;1.5;
7181;ANEL_UNIT;29.5;2.0;
7182;ANEL_UNIT;48.0;4.0;
7183;ANEL_UNIT;50.0;4.0;
7184;ANEL_UNIT;60.5;4.0;
7185;ANEL_UNIT;116.5;4.3;
7186;ANEL_UNIT;190.0;6.0;
7188;ANEL_UNIT;50.0;2.5;
7189;ANEL_UNIT;113.0;4.0;
7192;ANEL_UNIT;100.0;3.0;
7193;ANEL_UNIT;114.0;3.0;
7196;ANEL_UNIT;14.5;1.5;
7197;ANEL_UNIT;20.6;3.0;
7198;ANEL_UNIT;26.0;3.0;
7199;ANEL_UNIT;41.6;2.4;
7200;ANEL_UNIT;26.0;4.0;
7203;ANEL_UNIT;7.0;2.2;
7205;ANEL_UNIT;13.1;2.62;
7206;ANEL_UNIT;10.5;2.7;
7207;ANEL_UNIT;15.6;2.4;
7208;ANEL_UNIT;9.0;2.0;
7209;ANEL_UNIT;10.3;2.4;
7210;ANEL_UNIT;9.6;3.7;
7212;ANEL_UNIT;15.0;1.0;
7213;ANEL_UNIT;24.0;2.0;
7214;ANEL_UNIT;138.0;3.0;
7216;ANEL_UNIT;60.0;2.0;
7217;ANEL_UNIT;10.5;2.0;
7218;ANEL_UNIT;9.1;1.6;
7220;ANEL_UNIT;132.0;3.0;
7222;ANEL_UNIT;5.0;2.0;
7224;ANEL_UNIT;15.0;3.0;
7225;ANEL_UNIT;17.0;1.5;
7227;ANEL_UNIT;298.0;12.7;
7229;ANEL_UNIT;12.5;2.5;
7236;ANEL_UNIT;10.0;2.0;
7237;ANEL_UNIT;78.0;2.0;
7238;ANEL_UNIT;26.0;2.0;
7239;ANEL_UNIT;5.0;1.5;
7240;ANEL_UNIT;180.0;4.0;
7241;ANEL_UNIT;15.0;2.0;
7242;ANEL_UNIT;19.0;2.0;
7243;ANEL_UNIT;142.0;4.0;
7244;ANEL_UNIT;7.5;2.0;
7245;ANEL_UNIT;76.0;3.0;
7246;ANEL_UNIT;5.5;2.0;
7247;ANEL_UNIT;6.8;1.78;
7248;ANEL_UNIT;5.5;3.0;
7249;ANEL_UNIT;8.73;1.78;
7250;ANEL_UNIT;9.6;2.5;
7251;ANEL_UNIT;7.0;1.0;
7252;ANEL_UNIT;8.0;1.0;
7254;ANEL_UNIT;182.0;3.0;
7255;ANEL_UNIT;9.0;3.0;
7257;ANEL_UNIT;140.0;4.0;
7258;ANEL_UNIT;19.0;2.4;
7259;ANEL_UNIT;74.3;3.5;
7260;ANEL_UNIT;45.0;3.2;
7261;ANEL_UNIT;110.0;3.0;
7262;ANEL_UNIT;240.0;4.0;
7265;ANEL_UNIT;89.0;5.7;
7267;ANEL_UNIT;65.0;2.5;
7268;ANEL_UNIT;42.0;4.5;
7269;ANEL_UNIT;7.0;1.5;
7270;ANEL_UNIT;7.0;2.4;
